contractSymbol,lastTradeDate,strike,lastPrice,bid,ask,change,percentChange,volume,openInterest,impliedVolatility,inTheMoney,contractSize,currency,symbol,option_type,expiration,spot,fetched_at_utc
SPY260814C00860000,2026-07-08 16:01:37+00:00,860.0,0.02,0.01,0.02,0.0,0.0,3.0,243,0.179695703125,False,REGULAR,USD,SPY,call,2026-08-14,743.2899780273438,2026-07-18T06:06:48.276117+00:00
SPY260814C00865000,2026-07-16 17:41:44+00:00,865.0,0.02,0.01,0.02,0.0,0.0,1.0,1772,0.186531572265625,False,REGULAR,USD,SPY,call,2026-08-14,743.2899780273438,2026-07-18T06:06:48.276117+00:00
SPY260814C00870000,2026-07-15 19:38:55+00:00,870.0,0.02,0.01,0.02,0.0,0.0,1822.0,980,0.19336744140625,False,REGULAR,USD,SPY,call,2026-08-14,743.2899780273438,2026-07-18T06:06:48.276117+00:00
SPY260814C00875000,2026-07-15 20:04:09+00:00,875.0,0.02,0.01,0.02,0.0,0.0,1985.0,1985,0.1992267578125,False,REGULAR,USD,SPY,call,2026-08-14,743.2899780273438,2026-07-18T06:06:48.276117+00:00
SPY260814C00880000,2026-07-15 19:35:21+00:00,880.0,0.02,0.01,0.02,0.0,0.0,401.0,401,0.20508607421874997,False,REGULAR,USD,SPY,call,2026-08-14,743.2899780273438,2026-07-18T06:06:48.276117+00:00
SPY260814C00900000,2026-07-15 17:07:43+00:00,900.0,0.01,0.0,0.02,0.0,0.0,100.0,100,0.2304764453125,False,REGULAR,USD,SPY,call,2026-08-14,743.2899780273438,2026-07-18T06:06:48.276117+00:00
SPY260814P00500000,2026-07-17 20:04:56+00:00,500.0,0.14,0.15,0.16,0.04,39.999996,39.0,145,0.5585981640625001,False,REGULAR,USD,SPY,put,2026-08-14,743.2899780273438,2026-07-18T06:06:48.276117+00:00
SPY260814P00505000,2026-07-16 13:42:58+00:00,505.0,0.1,0.16,0.17,0.0,0.0,1.0,3,0.5498091894531252,False,REGULAR,USD,SPY,put,2026-08-14,743.2899780273438,2026-07-18T06:06:48.276117+00:00
SPY260814P00520000,2026-07-09 14:19:00+00:00,520.0,0.23,0.19,0.2,0.0,0.0,,1,0.5214891601562499,False,REGULAR,USD,SPY,put,2026-08-14,743.2899780273438,2026-07-18T06:06:48.276117+00:00
SPY260814P00525000,2026-07-17 19:10:42+00:00,525.0,0.19,0.2,0.21,0.0,0.0,6.0,268,0.5117236328125,False,REGULAR,USD,SPY,put,2026-08-14,743.2899780273438,2026-07-18T06:06:48.276117+00:00
SPY260814P00530000,2026-07-14 15:09:05+00:00,530.0,0.15,0.21,0.22,0.0,0.0,1.0,2,0.5019581054687501,False,REGULAR,USD,SPY,put,2026-08-14,743.2899780273438,2026-07-18T06:06:48.276117+00:00
SPY260814P00535000,2026-07-17 13:36:45+00:00,535.0,0.25,0.23,0.24,0.099999994,66.666664,1.0,16,0.49609878906250005,False,REGULAR,USD,SPY,put,2026-08-14,743.2899780273438,2026-07-18T06:06:48.276117+00:00
SPY260814P00540000,2026-07-13 19:36:33+00:00,540.0,0.21,0.24,0.25,0.0,0.0,10.0,14,0.4858449853515625,False,REGULAR,USD,SPY,put,2026-08-14,743.2899780273438,2026-07-18T06:06:48.276117+00:00
SPY260814P00545000,2026-07-17 13:55:13+00:00,545.0,0.23,0.26,0.27,0.0,0.0,55.0,47,0.47803256347656253,False,REGULAR,USD,SPY,put,2026-08-14,743.2899780273438,2026-07-18T06:06:48.276117+00:00
SPY260814P00550000,2026-07-17 19:38:44+00:00,550.0,0.28,0.27,0.28,0.120000005,75.00001,2.0,86,0.4672904833984375,False,REGULAR,USD,SPY,put,2026-08-14,743.2899780273438,2026-07-18T06:06:48.276117+00:00
SPY260814P00555000,2026-07-15 14:12:09+00:00,555.0,0.18,0.29,0.3,0.0,0.0,1.0,8,0.45898978515625005,False,REGULAR,USD,SPY,put,2026-08-14,743.2899780273438,2026-07-18T06:06:48.276117+00:00
SPY260814P00560000,2026-07-16 13:43:59+00:00,560.0,0.2,0.31,0.32,0.0,0.0,1.0,215,0.450200810546875,False,REGULAR,USD,SPY,put,2026-08-14,743.2899780273438,2026-07-18T06:06:48.276117+00:00
SPY260814P00565000,2026-07-16 16:29:53+00:00,565.0,0.21,0.33,0.34,0.0,0.0,2.0,362,0.44116769775390624,False,REGULAR,USD,SPY,put,2026-08-14,743.2899780273438,2026-07-18T06:06:48.276117+00:00
SPY260814P00570000,2026-07-15 18:56:38+00:00,570.0,0.22,0.35,0.36,0.0,0.0,2.0,12,0.4318904467773438,False,REGULAR,USD,SPY,put,2026-08-14,743.2899780273438,2026-07-18T06:06:48.276117+00:00
SPY260814P00575000,2026-07-15 18:58:46+00:00,575.0,0.22,0.38,0.39,0.0,0.0,1.0,18,0.42407802490234375,False,REGULAR,USD,SPY,put,2026-08-14,743.2899780273438,2026-07-18T06:06:48.276117+00:00
SPY260814P00580000,2026-07-14 17:17:15+00:00,580.0,0.29,0.4,0.41,0.0,0.0,13.0,14,0.41431249755859373,False,REGULAR,USD,SPY,put,2026-08-14,743.2899780273438,2026-07-18T06:06:48.276117+00:00
SPY260814P00585000,2026-07-17 14:10:04+00:00,585.0,0.35,0.43,0.44,0.09,34.615387,18.0,58,0.4057676611328125,False,REGULAR,USD,SPY,put,2026-08-14,743.2899780273438,2026-07-18T06:06:48.276117+00:00
SPY260814P00590000,2026-07-17 19:21:59+00:00,590.0,0.42,0.46,0.47,0.089999974,27.272718,103.0,156,0.3969786865234375,False,REGULAR,USD,SPY,put,2026-08-14,743.2899780273438,2026-07-18T06:06:48.276117+00:00
SPY260814P00595000,2026-07-17 13:39:53+00:00,595.0,0.4,0.49,0.5,0.03999999,11.111108,44.0,50,0.38794557373046873,False,REGULAR,USD,SPY,put,2026-08-14,743.2899780273438,2026-07-18T06:06:48.276117+00:00
SPY260814P00600000,2026-07-17 19:27:38+00:00,600.0,0.52,0.52,0.53,0.15999997,44.44443,61.0,738,0.3786683227539062,False,REGULAR,USD,SPY,put,2026-08-14,743.2899780273438,2026-07-18T06:06:48.276117+00:00
SPY260814P00605000,2026-07-17 19:35:10+00:00,605.0,0.55,0.56,0.57,0.20000002,57.142864,1.0,33,0.370123486328125,False,REGULAR,USD,SPY,put,2026-08-14,743.2899780273438,2026-07-18T06:06:48.276117+00:00
SPY260814P00610000,2026-07-17 19:49:24+00:00,610.0,0.56,0.6,0.61,0.14000002,33.333336,9.0,42,0.36121244262695307,False,REGULAR,USD,SPY,put,2026-08-14,743.2899780273438,2026-07-18T06:06:48.276117+00:00
SPY260814P00615000,2026-07-17 20:04:39+00:00,615.0,0.64,0.64,0.65,0.22,52.380955,44.0,16,0.35205726074218746,False,REGULAR,USD,SPY,put,2026-08-14,743.2899780273438,2026-07-18T06:06:48.276117+00:00
SPY260814P00620000,2026-07-17 20:02:28+00:00,620.0,0.68,0.68,0.7,0.17000002,33.333336,4.0,124,0.34339035522460937,False,REGULAR,USD,SPY,put,2026-08-14,743.2899780273438,2026-07-18T06:06:48.276117+00:00
SPY260814P00625000,2026-07-17 19:52:27+00:00,625.0,0.68,0.73,0.75,0.13,23.636362,35.0,161,0.3343572424316406,False,REGULAR,USD,SPY,put,2026-08-14,743.2899780273438,2026-07-18T06:06:48.276117+00:00
SPY260814P00630000,2026-07-17 20:10:35+00:00,630.0,0.8,0.79,0.8,0.25,45.454544,85.0,182,0.3249579223632812,False,REGULAR,USD,SPY,put,2026-08-14,743.2899780273438,2026-07-18T06:06:48.276117+00:00
SPY260814P00635000,2026-07-17 19:41:07+00:00,635.0,0.84,0.85,0.86,0.25,42.372883,97.0,319,0.31604687866210934,False,REGULAR,USD,SPY,put,2026-08-14,743.2899780273438,2026-07-18T06:06:48.276117+00:00
SPY260814P00640000,2026-07-17 20:02:31+00:00,640.0,0.92,0.92,0.94,0.27000004,41.538467,76.0,57,0.3078682495117187,False,REGULAR,USD,SPY,put,2026-08-14,743.2899780273438,2026-07-18T06:06:48.276117+00:00
SPY260814P00645000,2026-07-17 19:17:54+00:00,645.0,1.0,1.0,1.02,0.37,58.73016,68.0,153,0.29920134399414056,False,REGULAR,USD,SPY,put,2026-08-14,743.2899780273438,2026-07-18T06:06:48.276117+00:00
SPY260814P00650000,2026-07-17 20:04:16+00:00,650.0,1.1,1.09,1.11,0.29000002,35.80247,119.0,1225,0.2906565075683593,False,REGULAR,USD,SPY,put,2026-08-14,743.2899780273438,2026-07-18T06:06:48.276117+00:00
SPY260814P00655000,2026-07-17 20:09:59+00:00,655.0,1.19,1.19,1.21,0.39000005,48.750004,816.0,132,0.2819896020507812,False,REGULAR,USD,SPY,put,2026-08-14,743.2899780273438,2026-07-18T06:06:48.276117+00:00
SPY260814P00660000,2026-07-17 20:14:24+00:00,660.0,1.32,1.31,1.33,0.46000004,53.488373,283.0,2172,0.27368890380859373,False,REGULAR,USD,SPY,put,2026-08-14,743.2899780273438,2026-07-18T06:06:48.276117+00:00
SPY260814P00665000,2026-07-17 19:44:11+00:00,665.0,1.36,1.45,1.47,0.38,38.77551,67.0,318,0.26557130920410155,False,REGULAR,USD,SPY,put,2026-08-14,743.2899780273438,2026-07-18T06:06:48.276117+00:00
SPY260814P00670000,2026-07-17 20:05:33+00:00,670.0,1.61,1.61,1.63,0.5,45.045044,1473.0,352,0.25751474914550787,False,REGULAR,USD,SPY,put,2026-08-14,743.2899780273438,2026-07-18T06:06:48.276117+00:00
SPY260814P00675000,2026-07-17 19:52:44+00:00,675.0,1.66,1.79,1.82,0.44999993,37.190075,594.0,365,0.24964129272460936,False,REGULAR,USD,SPY,put,2026-08-14,743.2899780273438,2026-07-18T06:06:48.276117+00:00
SPY260814P00680000,2026-07-17 20:00:19+00:00,680.0,1.97,2.01,2.04,0.64,48.1203,427.0,2208,0.2418899053955078,False,REGULAR,USD,SPY,put,2026-08-14,743.2899780273438,2026-07-18T06:06:48.276117+00:00
SPY260814P00685000,2026-07-17 20:04:39+00:00,685.0,2.28,2.26,2.29,0.62,37.3494,984.0,486,0.23401644897460935,False,REGULAR,USD,SPY,put,2026-08-14,743.2899780273438,2026-07-18T06:06:48.276117+00:00
SPY260814P00690000,2026-07-17 20:07:16+00:00,690.0,2.57,2.56,2.59,0.7099999,38.17204,1151.0,1974,0.2264481652832031,False,REGULAR,USD,SPY,put,2026-08-14,743.2899780273438,2026-07-18T06:06:48.276117+00:00
SPY260814P00691000,2026-07-17 18:26:39+00:00,691.0,2.5,2.63,2.66,0.66999996,36.61202,167.0,129,0.2250138534545898,False,REGULAR,USD,SPY,put,2026-08-14,743.2899780273438,2026-07-18T06:06:48.276117+00:00
SPY260814P00692000,2026-07-17 19:15:01+00:00,692.0,2.5,2.69,2.73,0.76,43.67816,149.0,91,0.22357954162597654,False,REGULAR,USD,SPY,put,2026-08-14,743.2899780273438,2026-07-18T06:06:48.276117+00:00
SPY260814P00693000,2026-07-17 18:26:46+00:00,693.0,2.64,2.76,2.8,0.97000015,58.083843,266.0,183,0.22205367797851558,False,REGULAR,USD,SPY,put,2026-08-14,743.2899780273438,2026-07-18T06:06:48.276117+00:00
SPY260814P00694000,2026-07-17 19:10:44+00:00,694.0,2.8,2.84,2.87,0.9799999,53.846146,93.0,159,0.22046677978515622,False,REGULAR,USD,SPY,put,2026-08-14,743.2899780273438,2026-07-18T06:06:48.276117+00:00
SPY260814P00695000,2026-07-17 20:11:25+00:00,695.0,2.95,2.91,2.95,1.08,57.75401,216.0,812,0.21909350250244142,False,REGULAR,USD,SPY,put,2026-08-14,743.2899780273438,2026-07-18T06:06:48.276117+00:00
SPY260814P00696000,2026-07-17 20:08:29+00:00,696.0,3.0,2.99,3.02,0.9200001,44.230774,69.0,143,0.21741505249023438,False,REGULAR,USD,SPY,put,2026-08-14,743.2899780273438,2026-07-18T06:06:48.276117+00:00
SPY260814P00697000,2026-07-17 19:16:58+00:00,697.0,3.12,3.07,3.1,0.9299998,42.465744,64.0,217,0.21591970611572264,False,REGULAR,USD,SPY,put,2026-08-14,743.2899780273438,2026-07-18T06:06:48.276117+00:00
SPY260814P00698000,2026-07-17 19:14:15+00:00,698.0,3.01,3.15,3.19,0.94000006,45.410633,128.0,99,0.21460746337890624,False,REGULAR,USD,SPY,put,2026-08-14,743.2899780273438,2026-07-18T06:06:48.276117+00:00
SPY260814P00699000,2026-07-17 17:10:53+00:00,699.0,3.08,3.24,3.27,0.98,46.66667,62.0,240,0.21299004791259768,False,REGULAR,USD,SPY,put,2026-08-14,743.2899780273438,2026-07-18T06:06:48.276117+00:00
SPY260814P00700000,2026-07-17 20:10:48+00:00,700.0,3.4,3.32,3.36,1.2900002,61.137455,458.0,3108,0.21155573608398434,False,REGULAR,USD,SPY,put,2026-08-14,743.2899780273438,2026-07-18T06:06:48.276117+00:00
SPY260814P00701000,2026-07-17 18:47:23+00:00,701.0,3.36,3.42,3.45,1.0,42.372883,517.0,704,0.21002987243652343,False,REGULAR,USD,SPY,put,2026-08-14,743.2899780273438,2026-07-18T06:06:48.276117+00:00
SPY260814P00702000,2026-07-17 19:16:58+00:00,702.0,3.25,3.51,3.55,1.1300001,53.301895,29.0,113,0.20865659515380852,False,REGULAR,USD,SPY,put,2026-08-14,743.2899780273438,2026-07-18T06:06:48.276117+00:00
SPY260814P00703000,2026-07-17 19:30:43+00:00,703.0,3.57,3.61,3.65,1.03,40.551178,28.0,158,0.20722228332519527,False,REGULAR,USD,SPY,put,2026-08-14,743.2899780273438,2026-07-18T06:06:48.276117+00:00
SPY260814P00704000,2026-07-17 19:01:03+00:00,704.0,3.37,3.71,3.75,0.7299998,27.651506,184.0,570,0.20572693695068356,False,REGULAR,USD,SPY,put,2026-08-14,743.2899780273438,2026-07-18T06:06:48.276117+00:00
SPY260814P00705000,2026-07-17 19:58:11+00:00,705.0,3.54,3.81,3.85,0.98,38.281254,248.0,997,0.2041705560302734,False,REGULAR,USD,SPY,put,2026-08-14,743.2899780273438,2026-07-18T06:06:48.276117+00:00
SPY260814P00706000,2026-07-17 20:14:55+00:00,706.0,3.94,3.92,3.96,1.26,47.014923,28.0,203,0.20273624420166014,False,REGULAR,USD,SPY,put,2026-08-14,743.2899780273438,2026-07-18T06:06:48.276117+00:00
SPY260814P00707000,2026-07-17 19:16:59+00:00,707.0,4.09,4.03,4.07,1.69,70.416664,266.0,120,0.20124089782714843,False,REGULAR,USD,SPY,put,2026-08-14,743.2899780273438,2026-07-18T06:06:48.276117+00:00
SPY260814P00708000,2026-07-17 20:06:12+00:00,708.0,4.14,4.15,4.19,1.2199998,41.780815,79.0,38,0.19983710327148438,False,REGULAR,USD,SPY,put,2026-08-14,743.2899780273438,2026-07-18T06:06:48.276117+00:00
SPY260814P00709000,2026-07-17 19:58:10+00:00,709.0,3.96,4.27,4.31,0.99,33.333336,176.0,135,0.1984027914428711,False,REGULAR,USD,SPY,put,2026-08-14,743.2899780273438,2026-07-18T06:06:48.276117+00:00
SPY260814P00710000,2026-07-17 20:14:18+00:00,710.0,4.39,4.39,4.43,1.54,54.035084,780.0,1396,0.19687692779541016,False,REGULAR,USD,SPY,put,2026-08-14,743.2899780273438,2026-07-18T06:06:48.276117+00:00
SPY260814P00711000,2026-07-17 19:16:59+00:00,711.0,4.58,4.52,4.56,1.4499998,46.32587,301.0,125,0.19544261596679688,False,REGULAR,USD,SPY,put,2026-08-14,743.2899780273438,2026-07-18T06:06:48.276117+00:00
SPY260814P00712000,2026-07-17 19:20:53+00:00,712.0,4.23,4.65,4.69,1.0899999,34.71337,128.0,372,0.1939472695922852,False,REGULAR,USD,SPY,put,2026-08-14,743.2899780273438,2026-07-18T06:06:48.276117+00:00
SPY260814P00713000,2026-07-17 19:35:32+00:00,713.0,4.71,4.79,4.83,1.54,48.580437,280.0,451,0.19254347503662111,False,REGULAR,USD,SPY,put,2026-08-14,743.2899780273438,2026-07-18T06:06:48.276117+00:00
SPY260814P00714000,2026-07-17 19:19:29+00:00,714.0,4.98,4.93,4.97,1.47,41.88034,30.0,165,0.19104812866210938,False,REGULAR,USD,SPY,put,2026-08-14,743.2899780273438,2026-07-18T06:06:48.276117+00:00
SPY260814P00715000,2026-07-17 20:14:18+00:00,715.0,5.07,5.07,5.12,1.7700002,53.63637,274.0,1456,0.18967485137939455,False,REGULAR,USD,SPY,put,2026-08-14,743.2899780273438,2026-07-18T06:06:48.276117+00:00
SPY260814P00716000,2026-07-17 20:06:12+00:00,716.0,5.2,5.22,5.27,1.7199998,49.42528,172.0,432,0.18817950500488279,False,REGULAR,USD,SPY,put,2026-08-14,743.2899780273438,2026-07-18T06:06:48.276117+00:00
SPY260814P00717000,2026-07-17 18:25:10+00:00,717.0,5.19,5.38,5.42,1.4300001,38.031918,73.0,413,0.18662312408447268,False,REGULAR,USD,SPY,put,2026-08-14,743.2899780273438,2026-07-18T06:06:48.276117+00:00
SPY260814P00718000,2026-07-17 18:58:33+00:00,718.0,5.35,5.54,5.58,1.5699999,41.53439,224.0,404,0.18515829498291014,False,REGULAR,USD,SPY,put,2026-08-14,743.2899780273438,2026-07-18T06:06:48.276117+00:00
SPY260814P00719000,2026-07-17 19:35:33+00:00,719.0,5.62,5.7,5.75,1.9099998,51.482475,13.0,332,0.18372398315429686,False,REGULAR,USD,SPY,put,2026-08-14,743.2899780273438,2026-07-18T06:06:48.276117+00:00
SPY260814P00720000,2026-07-17 20:02:24+00:00,720.0,5.85,5.88,5.92,1.98,51.162792,567.0,3809,0.18222863677978518,False,REGULAR,USD,SPY,put,2026-08-14,743.2899780273438,2026-07-18T06:06:48.276117+00:00
SPY260814P00721000,2026-07-17 19:23:41+00:00,721.0,5.95,6.05,6.1,1.48,33.10962,111.0,153,0.18079432495117187,False,REGULAR,USD,SPY,put,2026-08-14,743.2899780273438,2026-07-18T06:06:48.276117+00:00
SPY260814P00722000,2026-07-17 20:04:39+00:00,722.0,6.29,6.23,6.28,1.69,36.739132,177.0,293,0.17926846130371094,False,REGULAR,USD,SPY,put,2026-08-14,743.2899780273438,2026-07-18T06:06:48.276117+00:00
SPY260814P00723000,2026-07-17 19:25:17+00:00,723.0,6.62,6.42,6.47,2.04,44.541485,91.0,255,0.17777311492919923,False,REGULAR,USD,SPY,put,2026-08-14,743.2899780273438,2026-07-18T06:06:48.276117+00:00
SPY260814P00724000,2026-07-17 19:08:52+00:00,724.0,6.71,6.62,6.66,2.37,54.60829,118.0,196,0.17621673400878907,False,REGULAR,USD,SPY,put,2026-08-14,743.2899780273438,2026-07-18T06:06:48.276117+00:00
SPY260814P00725000,2026-07-17 20:10:23+00:00,725.0,6.9,6.82,6.86,2.38,52.65487,119.0,1107,0.17469087036132813,False,REGULAR,USD,SPY,put,2026-08-14,743.2899780273438,2026-07-18T06:06:48.276117+00:00
SPY260814P00726000,2026-07-17 19:35:33+00:00,726.0,6.9,7.02,7.07,2.2000003,46.80852,118.0,141,0.17319552398681642,False,REGULAR,USD,SPY,put,2026-08-14,743.2899780273438,2026-07-18T06:06:48.276117+00:00
SPY260814P00727000,2026-07-17 19:10:14+00:00,727.0,6.79,7.24,7.29,1.54,29.333332,68.0,134,0.17176121215820314,False,REGULAR,USD,SPY,put,2026-08-14,743.2899780273438,2026-07-18T06:06:48.276117+00:00
SPY260814P00728000,2026-07-17 19:52:28+00:00,728.0,6.98,7.46,7.51,1.7800002,34.230774,102.0,175,0.170204831237793,False,REGULAR,USD,SPY,put,2026-08-14,743.2899780273438,2026-07-18T06:06:48.276117+00:00
SPY260814P00729000,2026-07-17 19:48:39+00:00,729.0,7.17,7.69,7.74,1.3899999,24.04844,374.0,464,0.16867896759033207,False,REGULAR,USD,SPY,put,2026-08-14,743.2899780273438,2026-07-18T06:06:48.276117+00:00
SPY260814P00730000,2026-07-17 20:14:55+00:00,730.0,7.94,7.92,7.97,2.6100001,48.96811,798.0,1761,0.16706155212402346,False,REGULAR,USD,SPY,put,2026-08-14,743.2899780273438,2026-07-18T06:06:48.276117+00:00
SPY260814P00731000,2026-07-17 19:51:10+00:00,731.0,7.56,8.16,8.22,2.1100001,38.7156,178.0,106,0.16558146438598637,False,REGULAR,USD,SPY,put,2026-08-14,743.2899780273438,2026-07-18T06:06:48.276117+00:00
SPY260814P00732000,2026-07-17 19:28:05+00:00,732.0,8.31,8.41,8.47,2.0700006,33.173088,195.0,148,0.16399456619262698,False,REGULAR,USD,SPY,put,2026-08-14,743.2899780273438,2026-07-18T06:06:48.276117+00:00
SPY260814P00733000,2026-07-17 18:57:41+00:00,733.0,7.97,8.68,8.73,1.6599998,26.307446,262.0,294,0.1624229266357422,False,REGULAR,USD,SPY,put,2026-08-14,743.2899780273438,2026-07-18T06:06:48.276117+00:00
SPY260814P00734000,2026-07-17 19:34:37+00:00,734.0,8.8,8.94,9.0,2.15,32.33083,141.0,308,0.16086654571533204,False,REGULAR,USD,SPY,put,2026-08-14,743.2899780273438,2026-07-18T06:06:48.276117+00:00
SPY260814P00735000,2026-07-17 20:12:19+00:00,735.0,9.32,9.22,9.28,2.9599996,46.54087,901.0,1052,0.15931016479492188,False,REGULAR,USD,SPY,put,2026-08-14,743.2899780273438,2026-07-18T06:06:48.276117+00:00
SPY260814P00736000,2026-07-17 19:53:51+00:00,736.0,8.94,9.51,9.57,1.9899998,28.633091,124.0,178,0.15775378387451172,False,REGULAR,USD,SPY,put,2026-08-14,743.2899780273438,2026-07-18T06:06:48.276117+00:00
SPY260814P00737000,2026-07-17 19:51:03+00:00,737.0,9.18,9.8,9.87,2.5200005,37.837845,327.0,349,0.15618214431762695,False,REGULAR,USD,SPY,put,2026-08-14,743.2899780273438,2026-07-18T06:06:48.276117+00:00
SPY260814P00738000,2026-07-17 19:59:04+00:00,738.0,9.59,10.11,10.18,2.77,40.615837,416.0,300,0.15461050476074223,False,REGULAR,USD,SPY,put,2026-08-14,743.2899780273438,2026-07-18T06:06:48.276117+00:00
SPY260814P00739000,2026-07-17 20:13:34+00:00,739.0,10.43,10.43,10.5,3.38,47.94326,543.0,269,0.15302360656738284,False,REGULAR,USD,SPY,put,2026-08-14,743.2899780273438,2026-07-18T06:06:48.276117+00:00
SPY260814P00740000,2026-07-17 20:13:34+00:00,740.0,10.76,10.76,10.83,3.3400002,45.013477,1565.0,5424,0.15143670837402345,False,REGULAR,USD,SPY,put,2026-08-14,743.2899780273438,2026-07-18T06:06:48.276117+00:00
SPY260814P00741000,2026-07-17 19:58:45+00:00,741.0,10.37,11.1,11.17,1.9399996,23.013042,1605.0,379,0.14980403427124023,False,REGULAR,USD,SPY,put,2026-08-14,743.2899780273438,2026-07-18T06:06:48.276117+00:00
SPY260814P00742000,2026-07-17 20:05:23+00:00,742.0,11.47,11.46,11.52,3.67,47.05128,2221.0,441,0.14817136016845706,False,REGULAR,USD,SPY,put,2026-08-14,743.2899780273438,2026-07-18T06:06:48.276117+00:00
SPY260814P00743000,2026-07-17 20:10:34+00:00,743.0,12.0,11.82,11.89,2.9799995,33.037685,300.0,209,0.14659972061157228,False,REGULAR,USD,SPY,put,2026-08-14,743.2899780273438,2026-07-18T06:06:48.276117+00:00
SPY260814P00744000,2026-07-17 20:10:05+00:00,744.0,12.3,12.2,12.27,3.79,44.53584,1303.0,344,0.1450128224182129,True,REGULAR,USD,SPY,put,2026-08-14,743.2899780273438,2026-07-18T06:06:48.276117+00:00
SPY260814P00745000,2026-07-17 20:14:08+00:00,745.0,12.59,12.59,12.66,3.7700005,42.74377,972.0,649,0.1433801483154297,True,REGULAR,USD,SPY,put,2026-08-14,743.2899780273438,2026-07-18T06:06:48.276117+00:00
SPY260814P00746000,2026-07-17 20:10:34+00:00,746.0,13.2,12.99,13.06,4.1499996,45.856346,1202.0,847,0.14170169830322266,True,REGULAR,USD,SPY,put,2026-08-14,743.2899780273438,2026-07-18T06:06:48.276117+00:00
SPY260814P00747000,2026-07-17 19:35:15+00:00,747.0,13.18,13.41,13.48,3.8600006,41.416317,1839.0,236,0.14008428283691404,True,REGULAR,USD,SPY,put,2026-08-14,743.2899780273438,2026-07-18T06:06:48.276117+00:00
SPY260814P00748000,2026-07-17 19:35:15+00:00,748.0,13.02,13.84,13.91,3.5200005,37.05264,405.0,481,0.13842109146118164,True,REGULAR,USD,SPY,put,2026-08-14,743.2899780273438,2026-07-18T06:06:48.276117+00:00
SPY260814P00749000,2026-07-17 19:09:10+00:00,749.0,13.8,13.34,15.27,3.62,35.55992,135.0,532,0.14806454971313482,True,REGULAR,USD,SPY,put,2026-08-14,743.2899780273438,2026-07-18T06:06:48.276117+00:00
SPY260814P00750000,2026-07-17 19:58:50+00:00,750.0,13.84,14.61,14.96,3.4000006,32.56706,750.0,1324,0.1368799691772461,True,REGULAR,USD,SPY,put,2026-08-14,743.2899780273438,2026-07-18T06:06:48.276117+00:00
SPY260814P00751000,2026-07-17 19:46:06+00:00,751.0,14.52,14.56,16.54,2.8100004,23.996588,284.0,608,0.14908687835693357,True,REGULAR,USD,SPY,put,2026-08-14,743.2899780273438,2026-07-18T06:06:48.276117+00:00
SPY260814P00752000,2026-07-17 19:21:30+00:00,752.0,15.64,14.44,17.03,4.4900007,40.269066,293.0,508,0.14753049743652347,True,REGULAR,USD,SPY,put,2026-08-14,743.2899780273438,2026-07-18T06:06:48.276117+00:00
SPY260814P00753000,2026-07-17 20:14:28+00:00,753.0,16.22,14.96,17.56,4.5299997,38.75107,81.0,839,0.14630980651855469,True,REGULAR,USD,SPY,put,2026-08-14,743.2899780273438,2026-07-18T06:06:48.276117+00:00
SPY260814P00754000,2026-07-17 18:15:37+00:00,754.0,16.05,15.49,18.11,4.2199993,35.672016,28.0,1700,0.14515015014648439,True,REGULAR,USD,SPY,put,2026-08-14,743.2899780273438,2026-07-18T06:06:48.276117+00:00
SPY260814P00755000,2026-07-17 20:00:30+00:00,755.0,17.22,17.1,17.6,4.959999,40.456764,53.0,890,0.1298609963989258,True,REGULAR,USD,SPY,put,2026-08-14,743.2899780273438,2026-07-18T06:06:48.276117+00:00
SPY260814P00756000,2026-07-17 19:53:51+00:00,756.0,16.97,16.62,19.27,3.039999,21.823397,19.0,860,0.1430749755859375,True,REGULAR,USD,SPY,put,2026-08-14,743.2899780273438,2026-07-18T06:06:48.276117+00:00
SPY260814P00757000,2026-07-17 13:30:30+00:00,757.0,19.81,17.2,19.81,5.419999,37.66504,3.0,428,0.1412134219360352,True,REGULAR,USD,SPY,put,2026-08-14,743.2899780273438,2026-07-18T06:06:48.276117+00:00
SPY260814P00758000,2026-07-17 15:06:35+00:00,758.0,18.6,17.81,20.43,4.9700003,36.463684,3.0,212,0.14020635192871095,True,REGULAR,USD,SPY,put,2026-08-14,743.2899780273438,2026-07-18T06:06:48.276117+00:00
SPY260814P00759000,2026-07-16 17:50:52+00:00,759.0,13.46,18.44,21.18,0.0,0.0,439.0,666,0.14084721466064454,True,REGULAR,USD,SPY,put,2026-08-14,743.2899780273438,2026-07-18T06:06:48.276117+00:00
SPY260814P00760000,2026-07-17 20:04:22+00:00,760.0,20.5,19.14,20.72,4.7299995,29.993656,85.0,199,0.12378805908203125,True,REGULAR,USD,SPY,put,2026-08-14,743.2899780273438,2026-07-18T06:06:48.276117+00:00
SPY260814P00761000,2026-07-17 13:30:31+00:00,761.0,21.9,19.76,22.5,8.009999,57.66738,2.0,63,0.13904669555664065,True,REGULAR,USD,SPY,put,2026-08-14,743.2899780273438,2026-07-18T06:06:48.276117+00:00
SPY260814P00762000,2026-07-17 13:30:04+00:00,762.0,22.71,20.45,23.2,6.3199997,38.560097,12.0,80,0.13843635009765626,True,REGULAR,USD,SPY,put,2026-08-14,743.2899780273438,2026-07-18T06:06:48.276117+00:00
